GlobalRank,TldRank,Domain,TLD,RefSubNets,RefIPs,IDN_Domain,IDN_TLD,PrevGlobalRank,PrevTldRank,PrevRefSubNets,PrevRefIPs
684,41,rutgers.edu,edu,24363,45144,rutgers.edu,edu,684,41,24262,44948
685,405,verisign.com,com,24307,35788,verisign.com,com,686,406,24225,35686
686,406,git-scm.com,com,24301,37755,git-scm.com,com,685,405,24261,37708
687,407,ey.com,com,24254,42522,ey.com,com,687,407,24217,42164
688,86,orcid.org,org,24225,39838,orcid.org,org,689,86,24147,39751
689,42,bu.edu,edu,24217,47667,bu.edu,edu,688,42,24171,47436
690,408,prezi.com,com,24159,41724,prezi.com,com,692,409,24077,41565
691,35,fbi.gov,gov,24145,48537,fbi.gov,gov,690,35,24135,48293
692,409,lenovo.com,com,24118,46837,lenovo.com,com,691,408,24092,46732
693,3,coe.int,int,24111,43331,coe.int,int,698,3,23985,43034
694,410,schneier.com,com,24101,36927,schneier.com,com,693,410,24039,36836
695,411,microfocus.com,com,24093,36643,microfocus.com,com,699,411,23984,36498
696,4,mail.ru,ru,24066,55907,mail.ru,ru,694,4,24038,55832
697,87,heart.org,org,24039,49083,heart.org,org,695,87,24019,48830
698,88,ilo.org,org,24038,42210,ilo.org,org,696,88,23992,41930
699,43,osu.edu,edu,24036,47642,osu.edu,edu,697,43,23990,47461
700,412,theregister.com,com,23972,43129,theregister.com,com,703,413,23877,42905
701,89,cpan.org,org,23968,34693,cpan.org,org,701,89,23932,34637
702,36,treasury.gov,gov,23894,48449,treasury.gov,gov,700,36,23955,48152
703,413,outlookindia.com,com,23886,53130,outlookindia.com,com,702,412,23898,53019
704,4,news.com.au,au,23853,48171,news.com.au,au,706,4,23828,47871
705,414,digitaltrends.com,com,23847,48511,digitaltrends.com,com,704,414,23849,48304
706,415,tencent.com,com,23803,38147,tencent.com,com,705,415,23834,38160
707,416,thedailybeast.com,com,23796,51364,thedailybeast.com,com,707,416,23764,51102
708,417,boston.com,com,23756,47360,boston.com,com,709,418,23687,47147
709,418,people.com,com,23730,55632,people.com,com,708,417,23756,55299
710,419,us.com,com,23702,45108,us.com,com,710,419,23623,45026
711,37,dhs.gov,gov,23630,45757,dhs.gov,gov,711,37,23586,45550
712,3,flic.kr,kr,23585,42048,flic.kr,kr,717,3,23455,41866
713,420,cbslocal.com,com,23582,49443,cbslocal.com,com,712,420,23574,49124
714,421,zend.com,com,23575,36496,zend.com,com,713,421,23545,36464
715,90,undp.org,org,23553,41750,undp.org,org,715,91,23511,41562
716,91,khanacademy.org,org,23533,46708,khanacademy.org,org,714,90,23536,46511
717,422,fool.com,com,23488,51258,fool.com,com,716,422,23505,51101
718,7,ameblo.jp,jp,23481,63610,ameblo.jp,jp,718,7,23443,63468
719,423,sap.com,com,23422,40932,sap.com,com,731,426,23248,40645
720,38,wa.gov,gov,23413,49619,wa.gov,gov,719,38,23434,49518
721,424,novell.com,com,23408,34299,novell.com,com,721,424,23384,34285
722,425,uber.com,com,23404,47528,uber.com,com,720,423,23389,47186
723,92,iop.org,org,23384,42585,iop.org,org,722,92,23360,42332
724,93,imagemagick.org,org,23380,34945,imagemagick.org,org,726,94,23324,34897
725,94,thenai.org,org,23366,50915,thenai.org,org,724,93,23347,50633
726,426,target.com,com,23357,53849,target.com,com,723,425,23357,53694
727,1,curl.se,se,23351,34469,curl.se,se,725,1,23347,34447
728,427,duckduckgo.com,com,23345,42389,duckduckgo.com,com,732,427,23247,42269
729,2,haxx.se,se,23324,34260,haxx.se,se,728,2,23265,34243
730,428,java.com,com,23270,36097,java.com,com,741,432,23146,35914
731,39,cancer.gov,gov,23268,47923,cancer.gov,gov,730,40,23254,47710
732,40,dol.gov,gov,23250,47853,dol.gov,gov,727,39,23270,47670
733,95,bitbucket.org,org,23250,37345,bitbucket.org,org,739,96,23160,37263
734,2,ethz.ch,ch,23238,40715,ethz.ch,ch,738,2,23183,40522
735,429,cygwin.com,com,23228,33842,cygwin.com,com,737,431,23185,33799
736,41,va.gov,gov,23227,48241,va.gov,gov,735,41,23212,48112
737,96,semanticscholar.org,org,23226,43638,semanticscholar.org,org,729,95,23256,43482
738,1,army.mil,mil,23215,45280,army.mil,mil,740,1,23151,45065
739,430,thebalancemoney.com,com,23176,50603,thebalancemoney.com,com,733,428,23235,50552
740,8,paypal.me,me,23144,46780,paypal.me,me,743,8,23082,46648
741,431,globo.com,com,23099,52251,globo.com,com,745,434,23069,52011
742,432,zoho.com,com,23098,44463,zoho.com,com,744,433,23074,44323
743,1,gv.at,at,23073,50993,gv.at,at,753,1,22990,50549
744,44,tamu.edu,edu,23065,44661,tamu.edu,edu,747,44,23048,44503
745,1,uol.com.br,br,23056,50922,uol.com.br,br,748,1,23037,50578
746,5,google.com.au,au,23053,50289,google.com.au,au,749,5,23023,50160
747,1,gob.ar,ar,23044,45699,gob.ar,ar,746,1,23048,45677
748,433,digital.com,com,23040,34403,digital.com,com,751,436,23000,34358
749,434,hootsuite.com,com,23037,46995,hootsuite.com,com,734,429,23221,47143
750,42,usa.gov,gov,23029,47385,usa.gov,gov,742,42,23091,47391
751,97,greenpeace.org,org,23020,41540,greenpeace.org,org,754,97,22984,41356
752,435,nasdaq.com,com,23008,46950,nasdaq.com,com,752,437,22995,46659
753,436,woo.com,com,22967,48945,woo.com,com,736,430,23202,49325
754,437,insider.com,com,22964,52978,insider.com,com,750,435,23013,52744
755,438,gmail.com,com,22959,40795,gmail.com,com,758,439,22862,40639
756,2,google.co.in,in,22946,51295,google.co.in,in,755,2,22964,51323
757,439,thefreedictionary.com,com,22932,45196,thefreedictionary.com,com,757,438,22892,45166
758,6,nsw.gov.au,au,22929,48217,nsw.gov.au,au,756,6,22918,47990
759,5,amazon.fr,fr,22864,46253,amazon.fr,fr,768,5,22703,45661
760,1,is.gd,gd,22845,42413,is.gd,gd,759,1,22852,42294
761,440,steamcommunity.com,com,22829,46080,steamcommunity.com,com,763,441,22801,45993
762,3,ipcc.ch,ch,22828,41301,ipcc.ch,ch,765,3,22740,40895
763,3,youronlinechoices.eu,eu,22826,49171,youronlinechoices.eu,eu,762,3,22828,48831
764,43,usembassy.gov,gov,22821,44333,usembassy.gov,gov,761,43,22832,44116
765,441,cctv.com,com,22810,53570,cctv.com,com,760,440,22842,53603
766,10,amazon.ca,ca,22791,49521,amazon.ca,ca,766,10,22739,49437
767,442,wufoo.com,com,22785,43010,wufoo.com,com,764,442,22756,42797
768,443,caniuse.com,com,22760,34886,caniuse.com,com,767,443,22714,34873
769,3,ow.ly,ly,22733,39706,ow.ly,ly,777,3,22585,39420
770,444,garmin.com,com,22725,41822,garmin.com,com,771,445,22647,41531
771,445,over-blog.com,com,22684,42636,over-blog.com,com,784,455,22462,42183
772,446,asus.com,com,22666,41853,asus.com,com,779,451,22560,41613
773,447,urbandictionary.com,com,22652,45648,urbandictionary.com,com,778,450,22574,45354
774,448,1688.com,com,22645,48146,1688.com,com,769,444,22683,48245
775,98,ohchr.org,org,22638,42992,ohchr.org,org,770,98,22647,42881
776,449,foursquare.com,com,22630,44122,foursquare.com,com,780,452,22550,43990
777,450,twimg.com,com,22623,43342,twimg.com,com,782,454,22498,43000
778,451,vogue.com,com,22601,48469,vogue.com,com,774,448,22604,48195
779,9,google.cn,cn,22588,38647,google.cn,cn,775,9,22597,38684
780,452,wpastra.com,com,22585,60107,wpastra.com,com,772,446,22633,60256
781,453,att.com,com,22577,42480,att.com,com,781,453,22540,42245
782,454,visualstudio.com,com,22564,39686,visualstudio.com,com,773,447,22612,39722
783,22,eventbrite.co.uk,uk,22559,47065,eventbrite.co.uk,uk,783,22,22473,46868
784,455,salon.com,com,22531,45465,salon.com,com,785,456,22432,45252
785,5,ccc.de,de,22434,35249,ccc.de,de,787,5,22386,35135
786,6,lefigaro.fr,fr,22425,44604,lefigaro.fr,fr,794,6,22251,43900
787,99,telegram.org,org,22423,45231,telegram.org,org,786,99,22404,45120
788,100,nobelprize.org,org,22421,39846,nobelprize.org,org,788,100,22375,39600
789,10,miibeian.gov.cn,cn,22356,43999,miibeian.gov.cn,cn,789,10,22358,44028
790,456,crunchbase.com,com,22314,47672,crunchbase.com,com,790,457,22349,47667
791,15,rs6.net,net,22308,43175,rs6.net,net,793,15,22272,43093
792,1,1drv.ms,ms,22308,37600,1drv.ms,ms,798,1,22177,37456
793,457,mlb.com,com,22299,46687,mlb.com,com,792,459,22292,46496
794,458,medscape.com,com,22264,42249,medscape.com,com,799,461,22169,42106
795,459,autodesk.com,com,22254,38209,autodesk.com,com,791,458,22300,38256
796,1,google.nl,nl,22247,53380,google.nl,nl,800,1,22161,53195
797,101,eurekalert.org,org,22245,43113,eurekalert.org,org,795,101,22209,42839
798,460,france24.com,com,22243,44110,france24.com,com,796,460,22188,43659
799,45,wustl.edu,edu,22199,41042,wustl.edu,edu,797,45,22186,40906
800,461,urldefense.com,com,22132,41422,urldefense.com,com,801,462,22134,40984
801,462,lonelyplanet.com,com,22108,42673,lonelyplanet.com,com,803,464,22056,42385
802,5,spb.ru,ru,22104,42370,spb.ru,ru,804,5,22056,42349
803,463,v.youku.com,com,22096,41388,v.youku.com,com,807,466,22023,41341
804,464,themegrill.com,com,22073,52738,themegrill.com,com,802,463,22102,52771
805,23,ebay.co.uk,uk,22068,42835,ebay.co.uk,uk,805,23,22051,42641
806,465,ovhcloud.com,com,22053,40631,ovhcloud.com,com,776,449,22596,42316
807,466,fifa.com,com,22045,43490,fifa.com,com,808,467,22007,43124
808,467,nba.com,com,22044,44066,nba.com,com,806,465,22025,43826
809,468,ea.com,com,22040,44098,ea.com,com,809,468,21943,43791
810,469,amd.com,com,21983,37965,amd.com,com,811,470,21900,37913
811,470,nokia.com,com,21943,36568,nokia.com,com,820,476,21809,36333
812,24,ed.ac.uk,uk,21942,38444,ed.ac.uk,uk,815,24,21865,38298
813,471,lego.com,com,21936,40873,lego.com,com,812,471,21881,40549
814,472,hyatt.com,com,21927,40196,hyatt.com,com,810,469,21906,39990
815,2,navy.mil,mil,21925,39966,navy.mil,mil,813,2,21879,39782
816,473,prweb.com,com,21863,40915,prweb.com,com,818,474,21815,40728
817,474,istockphoto.com,com,21854,44950,istockphoto.com,com,823,477,21785,44757
818,102,consumerreports.org,org,21849,48305,consumerreports.org,org,814,102,21878,48165
819,103,aarp.org,org,21845,46736,aarp.org,org,822,103,21796,46543
820,46,utah.edu,edu,21826,41117,utah.edu,edu,824,46,21770,40971
821,475,esquire.com,com,21824,45240,esquire.com,com,816,472,21859,45168
822,476,mapquest.com,com,21815,42863,mapquest.com,com,829,479,21703,42749
823,477,voanews.com,com,21811,43628,voanews.com,com,817,473,21820,43343
824,478,symantec.com,com,21808,34316,symantec.com,com,826,478,21735,34132
825,104,icann.org,org,21807,35824,icann.org,org,827,104,21732,35677
826,479,accor.com,com,21790,37018,accor.com,com,833,481,21601,36549
827,480,semrush.com,com,21783,47240,semrush.com,com,819,475,21811,47169
828,47,ncsu.edu,edu,21782,40655,ncsu.edu,edu,825,47,21753,40557
829,6,arnebrachhold.de,de,21762,49604,arnebrachhold.de,de,821,6,21801,49722
830,48,indiana.edu,edu,21723,37145,indiana.edu,edu,830,48,21661,37075
831,11,pinterest.ca,ca,21714,50099,pinterest.ca,ca,831,11,21644,50138
832,105,nodejs.org,org,21712,35199,nodejs.org,org,828,105,21722,35105
833,481,gamespot.com,com,21698,43530,gamespot.com,com,832,480,21628,43447
834,482,fliphtml5.com,com,21671,36845,fliphtml5.com,com,837,485,21559,36701
835,483,vanityfair.com,com,21615,46963,vanityfair.com,com,835,483,21569,46685
836,484,calameo.com,com,21606,38664,calameo.com,com,852,490,21391,38071
837,3,ibb.co,co,21599,40697,ibb.co,co,847,3,21457,40422
838,485,xbox.com,com,21592,43757,xbox.com,com,836,484,21563,43538
839,44,nyc.gov,gov,21589,45302,nyc.gov,gov,839,44,21543,45037
840,106,hrw.org,org,21554,42974,hrw.org,org,842,106,21489,42722
841,486,500px.com,com,21540,43016,500px.com,com,843,487,21481,42882
842,6,google.ru,ru,21537,45736,google.ru,ru,838,6,21552,45674
843,487,pcworld.com,com,21535,39487,pcworld.com,com,846,488,21461,39358
844,488,axios.com,com,21527,46525,axios.com,com,834,482,21575,46405
845,49,ucsb.edu,edu,21517,40386,ucsb.edu,edu,840,49,21499,40239
846,489,ihg.com,com,21503,37523,ihg.com,com,849,489,21448,37244
847,2,last.fm,fm,21498,39766,last.fm,fm,851,2,21411,39668
848,107,openldap.org,org,21493,30044,openldap.org,org,844,107,21479,30046
849,45,texas.gov,gov,21491,47348,texas.gov,gov,845,45,21473,47214
850,490,pastebin.com,com,21477,39537,pastebin.com,com,841,486,21496,39517
851,2,square.site,site,21469,45846,square.site,site,850,2,21415,45602
852,108,hopkinsmedicine.org,org,21432,47550,hopkinsmedicine.org,org,848,108,21448,47327
853,491,kaspersky.com,com,21374,39088,kaspersky.com,com,854,492,21376,38951
854,492,ndtv.com,com,21354,46777,ndtv.com,com,853,491,21390,46555
855,493,houzz.com,com,21352,45072,houzz.com,com,857,494,21306,45047
856,494,securityfocus.com,com,21345,30967,securityfocus.com,com,856,493,21309,30950
857,50,pitt.edu,edu,21344,38838,pitt.edu,edu,855,50,21312,38694
858,495,livestream.com,com,21343,37810,livestream.com,com,861,497,21234,37543
859,51,georgetown.edu,edu,21296,39258,georgetown.edu,edu,858,51,21256,39152
860,496,discovery.com,com,21291,39344,discovery.com,com,864,499,21195,39144
861,497,yolasite.com,com,21285,38113,yolasite.com,com,866,501,21175,38049
862,2,ustream.tv,tv,21284,38372,ustream.tv,tv,863,2,21197,38161
863,7,mpg.de,de,21278,36047,mpg.de,de,868,7,21164,35850
864,498,iheart.com,com,21263,45462,iheart.com,com,860,496,21245,45279
865,499,computerworld.com,com,21257,38108,computerworld.com,com,859,495,21246,38001
866,9,wp.me,me,21220,45658,wp.me,me,869,9,21158,45667
867,16,speedtest.net,net,21184,36142,speedtest.net,net,867,16,21164,36091
868,500,bostonglobe.com,com,21173,43742,bostonglobe.com,com,872,504,21065,43491
869,501,thestar.com,com,21172,44426,thestar.com,com,865,500,21177,44266
870,502,americanexpress.com,com,21158,42402,americanexpress.com,com,871,503,21131,42233
871,3,icio.us,us,21156,37523,icio.us,us,873,3,21061,37448
872,503,com.com,com,21127,35919,com.com,com,876,506,21033,35776
873,504,verywellmind.com,com,21121,46661,verywellmind.com,com,862,498,21223,46653
874,1,netlify.app,app,21102,39353,netlify.app,app,874,1,21057,39160
875,505,thenextweb.com,com,21095,38871,thenextweb.com,com,875,505,21048,38717
876,506,kpmg.com,com,21076,36717,kpmg.com,com,870,502,21155,36543
877,507,tesla.com,com,21051,41863,tesla.com,com,879,508,20980,41552
878,508,iubenda.com,com,21026,46508,iubenda.com,com,878,507,20982,46467
879,509,digitalocean.com,com,21016,36421,digitalocean.com,com,881,509,20965,36342
880,109,craigslist.org,org,21013,41698,craigslist.org,org,880,109,20974,41573
881,52,tufts.edu,edu,20973,38217,tufts.edu,edu,883,52,20898,38065
882,510,billboard.com,com,20958,45867,billboard.com,com,886,512,20867,45554
883,4,del.icio.us,us,20951,37091,del.icio.us,us,887,4,20857,37023
884,10,heylink.me,me,20941,51271,heylink.me,me,877,10,21025,51390
885,511,usps.com,com,20898,41835,usps.com,com,884,511,20885,41775
886,53,caltech.edu,edu,20881,37407,caltech.edu,edu,889,53,20830,37295
887,46,sba.gov,gov,20880,43313,sba.gov,gov,888,46,20837,43163
888,110,man7.org,org,20876,31301,man7.org,org,885,110,20879,31299
889,47,cia.gov,gov,20867,36813,cia.gov,gov,894,47,20787,36620
890,4,wipo.int,int,20862,34362,wipo.int,int,892,4,20796,34218
891,512,herokuapp.com,com,20853,37280,herokuapp.com,com,893,514,20792,37148
892,54,unl.edu,edu,20852,38836,unl.edu,edu,895,55,20779,38723
893,513,businessweek.com,com,20833,36461,businessweek.com,com,897,515,20756,36276
894,55,hawaii.edu,edu,20828,37447,hawaii.edu,edu,891,54,20802,37265
895,111,lua.org,org,20814,30696,lua.org,org,896,111,20760,30648
896,112,wireshark.org,org,20807,31427,wireshark.org,org,899,112,20746,31361
897,514,verizon.com,com,20781,40998,verizon.com,com,905,518,20666,40655
898,515,cosmopolitan.com,com,20778,45055,cosmopolitan.com,com,890,513,20807,44774
899,5,esa.int,int,20762,36500,esa.int,int,902,5,20696,36251
900,516,sony.com,com,20754,37959,sony.com,com,910,522,20613,37755
901,517,trendmicro.com,com,20737,35920,trendmicro.com,com,918,528,20522,35403
902,518,wunderground.com,com,20730,37061,wunderground.com,com,907,520,20640,36922
903,113,isc.org,org,20727,29670,isc.org,org,901,113,20697,29663
904,7,narod.ru,ru,20719,37292,narod.ru,ru,903,7,20695,37236
905,519,glassdoor.com,com,20708,44042,glassdoor.com,com,898,516,20754,43911
906,520,perl.com,com,20678,29643,perl.com,com,906,519,20650,29627
907,25,standard.co.uk,uk,20656,44373,standard.co.uk,uk,900,25,20707,44169
908,521,smugmug.com,com,20655,38333,smugmug.com,com,915,525,20570,38176
909,522,mi.com,com,20647,35067,mi.com,com,904,517,20677,35030
910,26,huffingtonpost.co.uk,uk,20631,41711,huffingtonpost.co.uk,uk,913,26,20599,41488
911,523,npmjs.com,com,20624,35372,npmjs.com,com,909,521,20629,35289
912,524,zillow.com,com,20619,43859,zillow.com,com,912,523,20605,43785
913,8,nhk.or.jp,jp,20600,49690,nhk.or.jp,jp,908,8,20629,49482
914,17,csdn.net,net,20568,30023,csdn.net,net,911,17,20609,30041
915,525,upwork.com,com,20560,44263,upwork.com,com,914,524,20570,44137
916,526,lh3.googleusercontent.com,com,20529,38907,lh3.googleusercontent.com,com,921,530,20477,38843
917,2,or.id,id,20520,39939,or.id,id,919,2,20502,39880
918,527,colorlib.com,com,20518,40149,colorlib.com,com,916,526,20540,40227
919,528,bell-labs.com,com,20512,29403,bell-labs.com,com,920,529,20480,29341
920,529,tableau.com,com,20489,37813,tableau.com,com,917,527,20533,37691
921,530,irishtimes.com,com,20444,40696,irishtimes.com,com,922,531,20426,40412
922,531,odoo.com,com,20437,30322,odoo.com,com,930,535,20309,30129
923,532,feedly.com,com,20430,47911,feedly.com,com,923,532,20408,47750
924,533,deezer.com,com,20417,39924,deezer.com,com,931,536,20285,39444
925,534,phpbb.com,com,20417,35045,phpbb.com,com,927,534,20357,34970
926,114,oxfordjournals.org,org,20389,32996,oxfordjournals.org,org,929,115,20338,32787
927,535,douban.com,com,20380,39624,douban.com,com,924,533,20401,39706
928,48,weather.gov,gov,20374,42457,weather.gov,gov,988,51,19575,40709
929,115,unep.org,org,20373,36200,unep.org,org,928,114,20356,35901
930,12,globalnews.ca,ca,20361,42967,globalnews.ca,ca,926,12,20373,42846
931,3,webflow.io,io,20346,37247,webflow.io,io,932,3,20265,37046
932,116,gimp.org,org,20334,34844,gimp.org,org,935,116,20222,34722
933,2,lin.ee,ee,20309,63765,lin.ee,ee,925,2,20395,63670
934,536,ups.com,com,20307,35387,ups.com,com,934,537,20237,35232
935,2,yp.to,to,20280,29412,yp.to,to,933,2,20264,29377
936,49,osha.gov,gov,20278,40253,osha.gov,gov,938,48,20196,40071
937,537,panasonic.com,com,20242,35956,panasonic.com,com,939,539,20193,35798
938,538,prestashop.com,com,20228,39002,prestashop.com,com,937,538,20202,38848
939,1,envato.market,market,20212,44818,envato.market,market,936,1,20213,44773
940,539,yumpu.com,com,20206,37322,yumpu.com,com,951,546,20040,37103
941,117,zh.wikipedia.org,org,20185,34040,zh.wikipedia.org,org,941,117,20176,33982
942,540,snopes.com,com,20183,38596,snopes.com,com,946,543,20104,38347
943,8,welt.de,de,20179,44515,welt.de,de,949,8,20067,44059
944,1,vatican.va,va,20173,37783,vatican.va,va,945,1,20134,37580
945,3,nic.in,in,20153,48639,nic.in,in,944,3,20151,48517
946,118,ourworldindata.org,org,20142,38491,ourworldindata.org,org,947,118,20093,38203
947,541,fedex.com,com,20140,35745,fedex.com,com,943,542,20152,35784
948,542,goodhousekeeping.com,com,20137,44965,goodhousekeeping.com,com,940,540,20188,44863
949,27,theregister.co.uk,uk,20124,33871,theregister.co.uk,uk,952,27,20032,33711
950,543,disney.com,com,20121,38139,disney.com,com,954,547,20004,37927
951,544,ycombinator.com,com,20117,37312,ycombinator.com,com,948,544,20080,37115
952,545,thomsonreuters.com,com,20103,36804,thomsonreuters.com,com,950,545,20050,36653
953,546,hindustantimes.com,com,20101,44779,hindustantimes.com,com,942,541,20174,44702
954,56,vt.edu,edu,20059,36478,vt.edu,edu,953,56,20028,36368
955,119,amnesty.org,org,20057,38788,amnesty.org,org,956,120,19989,38504
956,7,asso.fr,fr,20051,35990,asso.fr,fr,972,7,19800,35302
957,120,metmuseum.org,org,20043,37274,metmuseum.org,org,955,119,19996,37075
958,547,seattletimes.com,com,19992,42310,seattletimes.com,com,964,552,19929,42075
959,548,deadline.com,com,19980,45446,deadline.com,com,957,548,19983,45223
960,2,safety.google,google,19977,53045,safety.google,google,959,2,19959,52764
961,549,jpost.com,com,19970,40370,jpost.com,com,958,549,19977,40185
962,1,page.link,link,19962,37620,page.link,link,962,1,19950,37453
963,1,translate.goog,goog,19958,37722,translate.goog,goog,960,1,19953,37370
964,121,redcross.org,org,19940,40421,redcross.org,org,966,122,19917,40234
965,550,space.com,com,19916,39857,space.com,com,961,550,19951,39634
966,122,ampproject.org,org,19909,36975,ampproject.org,org,965,121,19921,36828
967,50,clinicaltrials.gov,gov,19895,36009,clinicaltrials.gov,gov,967,49,19893,35820
968,551,mercurynews.com,com,19873,40793,mercurynews.com,com,971,555,19810,40610
969,552,accuweather.com,com,19856,37152,accuweather.com,com,970,554,19827,36939
970,553,lg.com,com,19824,37660,lg.com,com,973,556,19796,37537
971,554,adweek.com,com,19815,38038,adweek.com,com,974,557,19789,37925
972,555,timeout.com,com,19800,40658,timeout.com,com,975,558,19772,40402
973,2,wa.link,link,19797,50035,wa.link,link,968,2,19838,50037
974,556,binance.com,com,19793,44847,binance.com,com,969,553,19833,44845
975,557,findlaw.com,com,19786,41915,findlaw.com,com,980,563,19697,41695
976,558,githubusercontent.com,com,19752,31490,githubusercontent.com,com,977,560,19738,31432
977,559,indianexpress.com,com,19746,42658,indianexpress.com,com,976,559,19761,42426
978,560,elle.com,com,19737,41408,elle.com,com,978,561,19737,41111
979,561,foodnetwork.com,com,19697,43926,foodnetwork.com,com,979,562,19734,43787
980,562,bestbuy.com,com,19692,42629,bestbuy.com,com,981,564,19630,42567
981,57,umass.edu,edu,19672,36331,umass.edu,edu,983,57,19616,36213
982,6,unfccc.int,int,19670,34661,unfccc.int,int,984,6,19608,34270
983,563,xkcd.com,com,19649,33932,xkcd.com,com,986,566,19589,33818
984,564,olympics.com,com,19637,36876,olympics.com,com,963,551,19938,37241
985,565,imageshack.com,com,19637,33423,imageshack.com,com,992,568,19542,33192
986,123,wikisource.org,org,19633,33985,wikisource.org,org,993,123,19534,33810
987,51,fema.gov,gov,19623,39885,fema.gov,gov,985,50,19595,39686
988,566,toutiao.com,com,19614,42972,toutiao.com,com,982,565,19618,43073
989,2,google.com.br,br,19601,45377,google.com.br,br,987,2,19580,45400
990,58,brown.edu,edu,19582,34885,brown.edu,edu,996,58,19493,34772
991,567,wetransfer.com,com,19580,33973,wetransfer.com,com,994,569,19517,33710
992,568,gettyimages.com,com,19579,39177,gettyimages.com,com,990,567,19550,39042
993,13,ctvnews.ca,ca,19564,40486,ctvnews.ca,ca,991,13,19542,40262
994,11,news.cn,cn,19551,44323,news.cn,cn,989,11,19556,44204
995,569,broadcom.com,com,19551,30966,broadcom.com,com,882,510,20936,33203
996,9,heise.de,de,19534,43285,heise.de,de,1006,9,19386,42929
997,14,sfu.ca,ca,19531,32016,sfu.ca,ca,998,15,19452,31902
998,570,alexa.com,com,19507,33588,alexa.com,com,999,570,19432,33441
999,15,mcgill.ca,ca,19502,36925,mcgill.ca,ca,997,14,19470,36751
1000,2,repubblica.it,it,19492,37547,repubblica.it,it,995,2,19498,37268
